,product_name,product_review,user_rating,similarity_score
82,Barrel-Aged Silhouette,2017 vintagea pours a browntinted black and manages just a thin ring of dense tan head with an aggressive pour exceedingly persistent a few long streaks of lacings sweet baker’s chocolate in the forefront alongside vanilla bourbon and oak with a hint of roast that’s almost charliket rich sweetish chocolate is balanced slightly more with some roastiness nearly burnt and dark coffee but the balance is still towards the chocolate pretty well integrated bourbon oak and vanilla which round out the flavor and last through the finishm full bodied chewy with a sharp medium carbonation warming with a slight alcohol biteo very respectable barrel aged ris doesn’t quite have the complexity or depth of other examples but tasty and well executed i could do without the charlike flavor though,4.45,0.715029702
83,Flora Plum,insanely tart and funky bright acidity lemon white grape ripe ripe berry quality hay oak barnyard character spicy pepper note just really complex funky sour qualities its aggressive but so perfectly executed,5,0.714965949
84,Zenne Y Frontera,pours a dull burnished gold with a tight white band around the shoulders nose expresses must a hint of oak and a trace of spirits taste consistent with nose mouthfeel is light soft on the palate and almost still with a mild acidity overall quite good however a little carbonation would bring out the flavors and complexity in my opinion,4.13,0.714906073
85,Pseudo Sue - Double Dry-Hopped,062918bottle to tasting glass thanks to dc for sharing we are guessing about 2 months oldslightly hazy yellow solid white head good retentionaroma citrus melon hint of leaveswoodashtaste more of the same tasty fruity but overly woodyleafy flavors balance out nicely ash comes in latefeel super smooth really well balanced,4.37,0.714831362
86,Todd The Axe Man,16oz can dated 9619pours clear gold with a chill haze and a short head retention is minimal juicy and piney in the nose medium bodied with a crisp tacky mouthfeel pine grapefruit and bitter citrus on the palate with balancing malt finishes fairly bitter a bit malty and with plenty of pine,4.25,0.71476493
87,Society & Solitude #4,poured from a 12 ounce can into a wine glass 4254454425 pours a muddy light yellow with aggressive lacing smells underwhelming citrus peel orange juice light hops tastes great really thick and complex flavors the initial impression is neipa with murky fruits bitterishpleasant hops and a light dryness the endtaste though is loaded with spices with spicy almost savory notes robust beefy and compelling i keep coming back for more overall a wonderful ipa that may not be particularly memorable but damn sure is tasty recommended,4.23,0.714663877
88,Imperial Biscotti Break - Bourbon Barrel-Aged,italy has a certain je ne sais quoi  fab food culture highly decadent history of art and cool countryside some might argue the people are loud and flamboyant they steal our women the succer players melodramatically flop on the pitch listen  thats all part of the secret italian ingredient  keep it cool confident arrogant and extravagant forza italia brewed in the style of an american imperial stout brewed with natural flavor and aged in bourbon barrels available in 22 oz bottles and on limited annual release draftpoured from a 22 oz bottle to a snifter glassappearance pours a rich dark chocolate head of a crisp frothy consistency over a jet black moderately viscous body retention is below average and lacing is light and patchy 4smell chocolate wafers light caramel malt body and a delicate roast with overtones of bourbon notes and a touch of sharp alcohol heat the aroma of the body is perceptibly light yet appealing potency is moderate 375taste velvety nutty chocolate forward with smooth caramel and vanilla undertones finishing on a smooth transition to a slick strongly flavored back end of bourbon flavor and soft heat nicely flavored in all the right places surprisingly light drinking with a deceptively high abv the bourbon is very well integrated into this beer 425mouthfeel texture is slick moderately oily lightly chewy smooth medium dry carbonation is modest generating a medium frothiness and a mildly crisp finish body is medium for the style heavy overall balance is nearly even sweet to earthy roast bitterness and bourbon alcohol alcohol presence is moderate and there are no off characters 45overall integrating bourbon into an already thoroughly enjoyable imperial stout does help complicate for the better the drinkability of this otherwise highly drinkable and nicely balanced imperial stout graduating it to a more graceful slower sipping beer expected of a quality imperial stout the subtleties of this beer are widespread with the focus remaining equally on the chocolate and bourbon this beer does not lose any of its focus one of the prized annual releases in eviltwins lineup and worthy of seeking out whenever it comes into town a marked and welcome improvement over imperial biscotti break standard and certainly worth the extra couple of bucks 425evil twin brewings imperial biscotti break bourbon barrel aged 414500,4.14,0.714576789
89,Blåbær Lambik,vintage 2015a pours a dark purple with a ruby reddish hue head is less than half an inch high with pinkish and blueberry highlights good retention and beautiful lacings plethora of blueberries amidst barnyard hay excellent funk presence with sensible bitterness that’s all very lively earthy and aromatic lemons oak strawberry jam raspberriest the blueberries berry skin and seed take the lead nicely acidic tart and funky with compliments of earthy grounds hay grass oaky barnyard gobbledygookm foremost crisp clean and perfectly balanced with a soft yet lively medium feel earthy component brought forth graciouslyo ridiculous amounts of blueberries yet cultured and complex lingering raspberries grapes strawberry jam and lemon with a timely funktartness,4.65,0.714576445
90,Mastermind,canned on 22119pours a deeply hazy dulled lemon gold topped with a finger or so of creamy white head retention is very good and results in a thin plastering of consistent lacing all around the glass as well as a light collar of foamaroma presents big notes of smooth herbal sweetness with a light citric touch bits of orange zest passionfruit lemonlime and something resembling dank aloe tones unique inyourface but very appealing and smoothtaste bursts with orange juice passionfruit lemon zest and plenty of subtle dank citrus that familiar bit of herbal sweetness from the aroma appears on the finish along with some noticeable doughy bready malt tonesmouthfeel shows a medium body with a lighter touch and spectacular dose of steadily building carbonation mostly dry with a faint bitterness across the palate with a fast encroaching juiciness from the midpalate onward evolves to one of the juiciest takes on the style i’ve come across to date and in spite of the occasional thinning this more than establishes its incredibly highlevel approachabilityridiculously juicy with a great citrus profile and supporting sweet herbal dankness easy to drink any time no doubt but warm weather would suit this one perfectly,4.25,0.714318757
91,Double Nelson,12oz canned 91719 opened 101019 12 white head on a pale golden  yellow opaque neipa retains at 14 and then a solid cap patchy lacing all the way through grapes earthiness weeds  very clean refreshing aroma white grape juice zingy lemon some herbal character  such a unique flavor profileliking it more and more medium to full body medium carbonation and soft mouthfeel low bitterness medium length finish very unique flavor enjoyable and highly drinkable very good so happy to have been able to visit hill farmsteadhighly recommended to all,4.18,0.714209625
92,Dinner,16oz bottle dated 72619 poured into a 14oz snifter glassthe beer pours a golden color hazy and cloudy with amber and orange hues and a nice head of soapy white head a little over a finger tall that has nice retention and yields tremendous swatches of sticky lacing the aroma is amazing bright peach fruit mango puree orange juice very tropical with a fragrant bouquet of wildflower and a dank grassiness that brings out some earthy pine as well the flavors are very nice but skew to the bitter and earthier side whereas the nose leads with a bright punch of fruit forward hop expression there is still an ample amount of tropical character but the beer is roaring with raw and green hop leaf grassy and dank assertive citrus rind with a nice spicy and bitter strafe on the tongue such that the malt bill is merely an afterthought relative to any specific flavor the mouthfeel is great coating and lively medium body crisp and bone dry with a hearty finish that offers a touch of boozy warmthverdict a really delightful ipa from maine that offers a very fragrant and expressive nose that brings out the bright and delicate nature of the hop blend while the flavors deliver on a beautifully bitter experience that brings a beer brewed at the extremes into an approachable and practical balance,4.55,0.713861491
93,Hopslam Ale,serving 12 oz can stamped “pkgd 2328 011719” poured into a spiegelau ipa glassappearance clear bright bronze gold color with a towering head of white bubbly foam heads holds well and leaves and intricate lace patternsmell pine needles and citrus zest lemon grapefruit rounded out by warmer caramel malt and fruity hop notes faint hints of alcohol sneak throughtaste boldly bitter but balanced pine and citrus continue from the nose along with crisp leafy bitterness full bodied malt and honey notes provide a welcome balancemouthfeel medium body with a smooth oily feel and moderate carbonationoverall terrifically balanced and integrated dipa with plenty of hip goodness but malt and honey to match,4.48,0.71375571
94,Ann,bach 2 what a masterful creation right away with a blast of crisp acidity that starts it off and stays woven throughout only mellowing just a tad for the onslaught of continious flavors i found dissipating into that signature hf soft mouthfeel impressive noticeable touch of wine barreloak slight sweet honey all wrapped perfectly together only to finish with some lingering tartness even the clarity of ann was beautiful to look at as i savored each sip,5,0.713589969
95,Everett Porter,the appearance was a nice looking dark brown color with a one finger white to off white foamy head that dissipated within less than a minute light lacing surrounded the glass thick yet not too thick as it showed enough spliced delicate thinness to it adequate the smell started off with sweet to robust and roasty coffee and cocoa moving slowly into a real nice malty aroma the taste rolled into the sweetness nicely with a fairly sweet to roasty with a tad of bitter coffee blending nicely there’s a nice semisweet to roasty aftertaste bleeding into a semidry finish on the palate this one sat about a light to medium in body with a fairly nice sessionability about it carbonation runs nicely underneath fulfilling a fairly light quality but not too light overall as an american porter it works its nice and definitely one to have this time of the year,4.41,0.713494983
96,King Julius,fully opaque maizetan with a large fluffy white head settling to a persistent film and chunky collartaste is orange and papaya with a tangy green hoppy zip almost like mint a hint of nilla wafer leans in before a lightly sharp acidic swallowthe frothy body is round and full but quickly rushes into an overwhelmingly chewy chalk dry finishstill good but severely unbalanced regular julius is much more enjoyable overall,4,0.713351759
97,Art,2014 bottle poured into a stemmed tulip at the brewery pours a clear gold color with substantial head that dissipates quick aroma is lemongrass subtle vinegar hay and funk taste is all that and then somevery balanced some lemon acidity and funk is prominent very nice feel is what i’d expect for this style of beer overall this is a magnificent and elegant brew so deliciously tart and also balanced,4.74,0.713312333
98,Vicinity,appearance arrives cloudy and goldenstraw colored with a frothy but modest head decent retention and some clumps of lacing hang aroundsmell tropical fruit elements of pineapple starfruit mango and tangerinetaste the dankness builds after the tropical fruit flavors emerge pineapple mango and starfruit forward with orange and pithy tones developing through the middle crisp and hoppy after the swallow and into the finishmouthfeel medium to full body with moderate to high carbonation juicy and very crispoverall a top notch dipa with a really crisp finish,4.35,0.713283796
99,Schaerbeekse Kriek,2011 vintage cc 750ml teku glassa pours crimson with a half finger of attractive pinktinted foam receding moderately soon to a thick ring minimal lacing but very good retentions gorgeous aroma of cherry red wine light funk a bit of grassiness and dry cinnamon toastt cherry and funk meld well with a light tartness building to more of a moderate sourness a nice red wine character with light oak in the background fairly drym medium body and medium light carbonationo phenomenal flavors and highly drinkable the cherry is light but still noticeable and the light to moderate tartness makes this highly drinkable and a good pairing with food if only this were widely available i could see drinking this all summer long,4.75,0.712832816
100,Susan,had on tap pours cloudy bright gold color with one finger white head with ample lacingmodest aroma of citrus and pine very clean smellinghop forward with pine and lemon notes super smooth with the lemon kicking in late alomg with a lingrring light sweetnesssoft feel with a moderate to high bitternesswell balanced clean and just the right flavor this is a testament to the high quality coming from these guus,4.59,0.712760345
101,Aurelian Lure,2017 vintage blend 5a pours a very light straw color with a thin ring of very fine bright white head nicely effervescent good retention for the minimal head that’s there decent good claritys hay honey apricot light barnyard funk delicatet a bracing rush of moderate apricot honey grainy wheat grass and light mineraliness which imparts an interesting dimension the moderate tartness fades fairly quickly on the finish which saves this from being too sour and helps quaffabilitym medium body and mediumhigh carbonation very mild creaminesso tasty refreshing sour beer without a lot of complexity or depth it’s hard to say that additional time would help presumably any additional development of the brett would be offset by fading of the fruit,4.15,0.712644019
102,Breakfast Stout,its delicious jet black in color nice mouthfeel for a stout syrupy and thick aroma is earthy plenty of coffee vanilla and malt present which carries through to the taste buds as well zero hop plenty of spice mild bitterness and well restrained sweetness its complex but most of all well balanced my rating grade is just a shade under the cbs and kbs that founders is well known for,4.58,0.712618654
103,Oude Geuze Vintage,750ml bottle 2008 vintage poured into a drie fonteinen fountains tumbler glass enjoyed on 12817 reviewed from tasting journalthe beer pours a hazy and cloudy copper color big foamy white head good retention great lace clings to the glass the aroma is super frunky excellent expression of that distinct drie funk that is so earthy yet citrusy and complex lightly floral and herbal notes come forward with oak green aged hops with some soft wheaty grain the aroma is super bright and delicate a really excellent display of what drie is capable of the flavors are excellent as well great funk dry dirty leaves musty oak bright citrus and an excellent floral character lingers well with some soft grain the mouthfeel is great very lively and crisp that coats very well with a tart and dry finishverdict a stunning gueuze from drie fonteinen excellent complexity beautiful expression of funk with tons of depth bringing out nuances of fruit oak spice and grassiness really delicious and special stuff,4.58,0.712322317
104,Oude Geuze Cuvée Armand & Gaston,750 ml bottle abv 62 appearance goldenorange under a finger of bright white fluffy head good retention aroma complex citrus bright lemon lime white grapefruit floral vinegar funky lovely aromatics mouthfeel under medium body delicate clean layered slightly slick airy noticeable carbonation dry finish flavour lemon citrus funky minerality slight bitterness slight grass wood accents surprisingly less complex than aroma overall fantastic complexity in the aroma what a pleasant allaround beer ill sit on my other bottle for a while,4.4,0.712145555
105,Crusher,this one is probably worthy of a full review first great label  fairly simple but the green and yellow really pop color is a slightly hazy mangoish pale orange whipped white head with stellar retention a bit of lacing clings to the glass the aroma is everything you would expect  a wide array of tropical fruit and light pine i could keep my nose hovered over the glass all day robust flavor with depth and exceptional mouthfeel big flavor but subtle mouthfeel as expected a word class beer and exceptional ipa cheers,4.66,0.711764619
106,Peche 'n Brett,hazy goldamber with a large airy white foam leaving a layer of chunky lace and settling quickly to a bubbly matt and round collarsmell certainly showcases brett which is slightly funky of nutty cheese but in a nice measured and balanced way allowing room for spicy oak and nice fresh peach and green apple brightnesstaste is very peachyas though it is candied or like a bright and juicy freshly made pie filling before being cookedwith pear spice from the oak and slightly funk cheeselightly sour and balanced this has a nice froth medium body and a semidry crisp finish,4.12,0.711678665
107,Montmorency Vs Balaton,500 ml bottle into signature tulip glass blend 5 bottled in 52018 pours fairly hazy deep reddish orangeamber color with a 1 finger fairly dense and fluffy pink head with poor retention that reduces to nothing eventually minimal spotty lacing on the glass with a fair amount of streaming carbonation aromas of huge sourtarttangy redblack cherries fruit skinpits lemon lime peach plum pear apricot redgreen apple currant red grapewine oak peppercorn hay straw grass wheat cracker and white bread with light notes of leatherymusty brett funk red wine vinegar and yeastoak earthiness amazing aromas with fantastic complexity and balance of cherries fruityfunkyacidicspicy yeast wine barrels and moderate palewheat malt notes with big strength taste of huge sourtarttangy redblack cherries fruit skinpits lemon lime peach plum pear apricot redgreen apple currant red grapewine oak peppercorn hay straw grass wheat cracker and white bread with light notes of leatherymusty brett funk red wine vinegar and yeastoak earthiness lightmoderate fruitylactic tartness fruit tang and yeastoak tannin spiciness on the finish lingering notes of tarttangy redblack cherries fruit skinpits lemon lime peach plum pear apricot redgreen apple currant red grapewine oak peppercorn hay straw grass wheat cracker white bread light funkvinegar and yeastoak earthiness on the finish for a good bit amazing complexity robustness and balance of cherries fruityfunkyacidicspicy yeast wine barrels and moderate palewheat malt flavors with a fantastic malttartness tangy fruit and yeastoak spiciness balance with no puckeringastringent flavors after the finish moderately crisp finishing moderate increasing dryness from lingering tarttangspiciness and carbonation mediumhigh carbonation and lightmedium body with a very smooth and moderately grainyacidictangytannic balanced mouthfeel that is fantastic zero warming alcohol for 61 overall this is an amazing fruited sourwild ale all around incredible complexity robustness and balance of cherries fruityfunkyacidicspicy yeast wine barrels and moderate palewheat malt flavors very smooth crisp and refreshing to drink with the modestly acidictangytannicdrying finish not overly lactictannic amazing balance of super juicyjammy cherries and brettbacteria complexity great oak presence and palewheat malt backbone against acidity minimal residual sweetness with crisp dryness a highly enjoyable offering and amazing top tier quality style example as expected,4.37,0.711605725
108,Triple Sunshine,12 oz can canned 9919 poured into a tulip glass a golden hazy orange with half finger white head aroma is all pinegrapefruit and maybe some cantaloupe the taste is very balanced between some maltsugar notes and the hop citrus flavor profile the alcohol is barely noticeable mouthfeel is medium heavy carbonation level is medium low a pretty tasty balanced triple,4.46,0.711562128
109,Double Dry Hopped Double Mosaic Daydream,fun to try another ddh offering from these guys dig how the oat  per usual  imparts that superb mouthfeel on an already smooth creamy and flavorful beverage a touch of grassy bitterness in back too,4.49,0.711429981
110,Pseudo Sue - Double Dry-Hopped,16oz canned 8619 and best before of 12419 opened on 91719 1 fluffy white head good retention and sitting solid at 12 even after several minutes opaque solid orangeyellow ipa lots of fresh lacing clinging to all sides on the way down ripe mango oranges pine some initial pungent oniongarlic zesty green very intense aroma flavors are a mix of citrus weeds tropical vegetable  all on the zesty side more bitterness than i expected  not sue why i expected a softer beer medium to full body for the style medium carbonation long finish full of the more green lean of the hop flavors here different than i expected intense flavors and aromas with more bitterness good to very good,4.02,0.711404289
111,Last Buffalo In The Park,for a barrel aged offering this is pretty well balanced  coconut flavor is front and center and might be overpowering for some palates  but the barrel flavor also makes its presence known not overly sweet,4.31,0.711009612
112,Blanc De Blancs,aroma is complex and very very intense in aroma super funky aroma with breadiness grape must etc its quite spectacular taste comes off moderate to high sour scale high acidity and a little bit boozy sweet as well blended with the sour not quite as funky in the taste as in the aroma feel is quite interesting as the sweetsour taste youd expect a cloying syrupiness in the back of your throat but it finishes very clean gets high marks for thatoverall this is quite the exceptional beer but i think the high abv and high acidity and sour lean it a tad too extreme and not subtle complex enough,4.71,0.71083614
113,Oude Geuze Golden Blend,pours and unclear golden straw color with fine fizzy headsmell is tart and citrusy with hints of funk and mineral along with lemon peel and a little bit of grasstaste is bright and citrusy manilny seville oranges and lemon hints of funk champagne some minerals and just a perfect acidity sourness and acidity are both strong but never overpowering or mouthpuckering complexity is sublimemouthfeel is thin and sparkling very champagnelikeoverall an absolute world class gueuze perfectly balanced and so deep and complex without being intimidating,4.81,0.710514832
114,Double Nelson,canned 1015 so one week agoa pours a hazy opaque orangish pale with two fingers of fluffy white head which leaves swaths of lacing as it recedes excellent retentions candied orange light lemon honey a powerful hoppy smell that leaps out several feet from the glass a bit of wood and spicet white wine grass dried flowers medium biscuity malt seems a bit high for a modern ipa but works well and is nicely integrated with the burly hop character mild sweetness and a surprising medium somewhat rough bitterness through a long finishm soft creamy medium body and mediumlight carbonationo superb showcase of nelson hops absolutely delicious super flavorful yet still light and highly drinkable,4.68,0.710480277
115,Clover,375ml bottle poured into a hill farmstead oversized wine glass enjoyed on 2317 reviewed from tasting journalthe beer pours a bright golden straw color hazy and cloudy complexion with a thin soapy finger of white head little retention but large swatches of soapy lace the aroma is crazy bright lemon acidity with soft grain at first bringing out beautiful wildflower aromas with a touch of earthy oak white wine and light fruity funk the flavors are beautifully tart tangy citrus with light pitted stone fruits peach and apricot with a delicate white wine acidity smooth oak barrel adds a touch of heft and a bit of earthiness to balance the beer with soft pale grain light yeasty funk and mineral water the mouthfeel is good a heavier more full body that lacks a bit of needed carbonation but still lively and bubbly with a coating and dry finishverdict a delicious blended beer from hill farmstead extremely flavorful and exceptionally well balanced very tart and almost borders on sour but the restraint shown is wonderful so complex delicate and bright bursting with flavor,4.56,0.710374014
116,Flora,b6 lovely hazy sunshine in the glass the nose is bright fresh and astringent  lemon and minerals mostly this a perfectly balanced beer that has citrus pith stone vinous and oaky notes extremely smooth and endlessly drinkable another hf winner,4.65,0.710314463
117,Ann,batch 3 served onsite 375mllook crystal clear golden hue with a typical pillowy white head for hill farmstead saisons smell subtle musty funk slight barrel presence and faint malty sweetness taste not many more ways to say it than flat out ridiculous the most balanced and restrained barrel aged saison ive tasted sweet malts lead to a mildly oakyfunky middle and finishes with a very subtle sweet white grape skin just a touch tart but not sour balanced and supremely drinkable mouthfeel somewhat softer carb than the base beer very smooth but full bodied if possible its an improvement over the shelf saisons overall stunning beer and i am supremely grateful to have gotten a chance to try it the 375ml dissapeared far too quickly it took willpower to not demolish the beer in minutes unreal one of the best beers ive had the pleasure of drinking,4.94,0.710188234
118,Fuzzy Baby Ducks,12oz can served in a nonic canned 7219 pours a hazy dull orange with a tight one inch bright white head nose is fairly subdued  subtle aromas of citrus pith and biscuity malt with perhaps a kiss of tropical fruit at the back taste consistent with nose albeit brighter and the tropical fruits notes are more pronounced towards the middle and a hint of herbalmedicinal bitterness at the finish mouthfeel if lightmedium with an easy even carbonation overall tasty and quit edrinkable,3.97,0.710153568
119,Bourbon Barrel Aged Dark Star: Coffee Edition,2018 release obtained in a trade from raticus a superb bba oatmeal stout with coffee where all of the elements contribute just what you want and expect from a topnotch ale prominent barrel character with oak vanilla and boozy heat layered on an excellent base stout rich and chocolatey with a full smooth mouthfeel from the oats the coffee accentuates the rich chocolate notes while adding an earthy bitterness and lightly nutty flavor worldclass for sure,4.34,0.710109728
120,Coconut B-Bomb,2017 version poured from a 22oz bottle into a snifter the coconut is present but not strong in the aroma or flavor well balanced mouthfeel is moderately thick and creamy there isnt much booze presence but a little warming in late finish really enjoyable,4.5,0.70995696
121,Pseudo Sue - Double Dry-Hopped,062016  supremely creamy nice hop character and juicy on the nose fosho balanced presence of citra with mango peach and pineapple coming through on the palate smooth mild bitter finish,4.48,0.709762028
122,Gueuze 100% Lambic,pours a lightly hazy amber with a rose gold hint around the edges smell has lactic tartness over a rich sweet breadiness oaky and kinda funky light hints of light stonefruit like peach or apricot taste is divine a nice complex tartness that isnt puckering married with some woody funky bits mouthfeel is dry and crisp leaves you ready for another overall its not hard to understand why this is held up as the standard bearer for the style a truly world class display of depth and balance tart and funky and lightly sweet everything super delicate and well put together different flavors show themselves as it warms a bit but each iteration is a joy,4.74,0.709366362
123,Scaled Up,cloudy like all trillium unfiltered beers the color is dirty gold modest head which settles to the finest film of bubbles theres a few spots for lacethe smell is complex with a bit of bubblegum berry fruitiness and mild flowery hop attractive ask and invitinga smooth dipa with a solid malt base the dominates but doesnt mask the base the beer is rich with an above average carbonation level the finish is peppery and oddly refreshing crisp given the style the aftertaste is not exclusively bitter i get light berry sweetness as well,4.07,0.709148858
124,Society & Solitude #5,really smooth and juicy great nose with just enough dank and plenty of orangecitrus a little pop of grapefruit on the tail end of the taste  again everything is really balanced and nothing is overdone not too heavy but not thin on the mouthfeel either this one is so damn drinkable,4.49,0.708711732
125,Thicket,375ml bottle generously shared by erik poured into a side project oversized wine glass enjoyed on 62015 reviewed from tasting journal the beer pours a really nice purplered color opaque and hazy really reminiscent of a blackberry with a slightly off white head about a finger high that has nice retention and good lace the aroma is welcoming lots of blackberry acidic red wine hearty oak funky yeast lemon zest and tangy red grape linger well the flavors are quite enjoyable tart and fresh blackberry juicy and jammy red wine acidity chewy oak good funk a little cheesy with a nice amount of mustiness lemon zest cuts into the sourness a little despite its tart character but offers some brightness and like the nose lingering red grape and currants fleshy and puckery the mouthfeel is good coating zippy and lively with high carbonation levels good dry tartness and an easy finish that has a crisp kick verdict a nice wild ale from side project not overly sour which i find to be a typical attribute with their fruited sours tart acidic balanced and a nice blackberry expression not quite as epic and fuzzy or framboise du fermier in terms of the representation of the fruit used but very enjoyable nonetheless,4.19,0.708589814
126,Saint Lamvinus,poured a nontranslucent light purple color  almost like diluted grape juice very little head on presentation the smell is tart dry and vinous with a whiff of grape skins and oak some funk pushing through in the nose the taste is so balanced and easy to drink its tart dry not as dry as many of their other fruit lambics mildly sour with just a slight oak mustiness and notes of fresh grapes skins while it is an overall dry lambic there is some sweetness from the grapes that balances out the tartness it has a medium bodied mouthfeel with just mild acidity not too harsh overall one of the better cantillons ive tried it really stands out for being well balanced while it used merlot grapes i wouldnt describe the beer having a taste resembling the qualities of merlot leathery and dark fruits however this is a 2014 bottle and it may differ from a fresher version it does have a nice vinous quality which i assume are from the merlot grapes,4.62,0.708569356
127,Saison Du Fermier,l golden straw hues with a minimal white soapy head with decent retention s apricots meyer lemons and a bit of funk t juicy lemons and frank tartness quintessential saison with bold citrus fruits and a refreshing dryness f very evenly carbonated with a creamy finish that lingers o a fantastic saison offering by side project the crisp fruitiness is complemented well by a distinct dryness on the finish reminiscent of an onpoint chardonnay well executed and very memorable saison,4.63,0.708537755
128,Leche Borracho,bottle shared by justin thanks manthick black body with a small khaki collar huge aroma of cinnamon cocoa powder spirits the flavor is incredibly complex with each component integrated beautifully into the overall flavor profile smooth and silky on the palate lingering sweetness and booze complexity wonderful,4.59,0.708430694
129,Gueuze 100% Lambic,golden appearance taste of apples with earthiness crisp feel in the mouth with solid carbonation would pair well with cheese or chicken solid finish and aftertaste great beer,4.65,0.708309497
130,Schaerbeekse Kriek,intense red sampled during the rbwg2014 in ashevillebrilliant ruby red color clear with a thin semidurable top coataroma moderately funky slightly fruityflavor as usual for style this tastes much better than it smells and it is much fruitier cherries raspberries and vague soft fruits in a moderately tart mix fairly intense as promised,3.14,0.708245116
131,Fourth Dementia - Bourbon Barrel-Aged,kuhnhenn 4th d  unfortunately i have no idea which vintage this is due to a missing vintage label stored it in the fridge for about a yearpours a dark brown color with a quickly disappearing khaki brown headsmells of unsweetened coconut shell earth and scented wood enriched by dried grapes and old oak offers a nice bourbon spiciness which gets entangled into toasted nuts and grilled corn surprisingly earthy focussing on the barrel without turning just a tad too sweet creating a spicy warm complexity on the nose which is awesomedrinks truly soft establishing a great silkness which unfolds the bourbon in all its powerfull facets its hot bite gets balanced by the rich toasty malt base creating a powerful complex beertastes of sugar glazed malts a hint of licorice dusty woodbark and toasty bready malts spicy sweet cinnamon and bakers chocolate add to the malt backbone while a warming boubon sharpness slowly becomes more and more recognizable ends sweet with a well integrated booziness showcasing even more tongue tickling spices and toasty toffee malts finished very clean and soft with a heavy bourbon appearance defining the tastemasterfully balanced intense beer reminding of a barley wine at first glance which from there on transforms into something different all flavors work very harmoniously together exhibiting a slowly uprising bourbon sweetness which reveals a respectable amount of earth and bread at its peak sweet toffee and scented wood add to the taste never forgetting its rustic bready roots finishes utmost clean after revealing its breathtaking complexity calm after unleashing an intense flavor storm on the palate despite its taste intensity the beer drinks incredibly soft and almost easy if it wasnt for the perfectly integrated bourbon which works so good with the beers profound malt foundation,4.67,0.70817048
132,Fuzzy Baby Ducks,really excellent ipa finally got my hands on some fresh cans this weekend opaque pale orange with a lacy white head strong aromas of papaya and a whole range of citrus especially orange medium bodied smooth textured and pleasantly dry throughout lighter and more refreshing though less complex than their dipas of course thats by design nebcos got the winning recipes,4.5,0.707936214
133,Dorothy (Wine Barrel Aged),yeasty fairly dry and a reasonable barrel presence  wine notes are subtle but grapes can definitely be distinguished the nose is just a bit floral and quite pleasantlight but thick and quite easy to drink complex very good,4.34,0.707903233
134,Double Dry Hopped Mylar Bags,ddh mylar  ohpours a saturated hazed yellow color with a smaller stable headsmells of cactus juice kiwi water melon and exotic fruit sorbet has a nice lime quality atop as well as some unripe strawberries and bright grapefruit creating a very well rounded complex nosehas a thick creamy mouthfeel with a decent spark of effervescence at the back end making this quite refreshing and easy drinkabletastes of oranges mango and kiwi amped up by a powerful lemon defined bitterness all the flavors benefit from the beer‘s smooth mouthfeel giving this a milkshake like impression which coats the tongue with a well chosen fruit basket finish with even more bitter citrus while the fruits appear a little riper with pineapple and mango upfrontthis is truly intense and well brewed fantastic complexity meets world class mouthfeel creating a beast of a beer which is highly drinkable at the same time,4.45,0.707853508
135,Damon (Bourbon Barrel Aged),luxurious oaken bourbony smooth warm silky sweet and slightly bitter what a gem of a barrel aged beerall components march in lockstep which the silkiness and balance of the beer being the two standout characteristics dark malts bitter chocolate oak earth fudge licorice and a hint of leather complex dark deep robust  all of these apply alcohol warmth without giving off any heatthick but not viscus substantial but not heavy  its a sipper that wont occupy your palate for en entire evening,4.41,0.707506383
136,Beer:Barrel:Time,chocolate toffee and molasses on the palate bourbon rich and thick with a wellintegrated barrel quality overall a very balanced and well executed barrel aged stout,4.75,0.707402616
137,Sosus,hazy golden body with a nice white head the mosaic brings a strong passionfruit note the mouthfeel is very nice the whole thing is flavourful but always balanced great stuff,4.55,0.707369942
138,Nelson,look it pours golden with a white head that has moderate head retention it is fairly clearsmell there are aromas of rye tropical fruit and pineappletaste the hops work very well with the rye to give it a unique rye and tropical flavor in addition the flavors are highlighted by some citrus and grapefruitfeel it has a moderate body with a moderately high bitterness the bitterness is high enough to provide a good bite without being overpoweringoverall this is an excellent ipa highlighted by the rye and tropical flavors with just enough bitterness for a good punch,4.28,0.707288058
139,Coolship Red,2018 releasea pours a purplishred with a cap of tight white head excellent retentions bright raspberry mild earthy funk light cherry and light dry barrelt lots of fresh raspberry light oak moderate tartness which is cut by a decent amount of fruity sweetness mild earthy funk rounds out the palate and adds some complexitym light body with medium high carbonationo tasty stuff nice brett character and toeing my limit of sourness without going over,4.4,0.707184256
