	product_name	product_review	user_rating
631	JJJuliusss	Pulpy orange juice. Smell is fresh squeezed oj. Taste starts with pulpy oj, mid is bitter marmaladde, finish is a touch of bready sweetness also maybe fruity lychee. Never mind definitely sweet lychee finish. Feel is classic soft TH. Overall it's fresh pressed oj with lots of pulp	4.79
632	JJJuliusss	Tall can, from the source via a friend, canned 10/10/19...IE 4 days ago.... Pours fully hazed, light pumpkin in color, under a lasting and lasting light khaki cap and leaving great looking ringed sheeting down low and looser and more spotty sheeting up higher on the glass.. Delicious smelling brew with heavy orange and pineapple juice all over the sniff..  542 characters	4.6
633	JJJuliusss	Beautiful orange-heavy, juicy-as-hell beer with deep haze and almost no head. Nothing but sweet orange and dank grass on the nose. Not complex or layered, but gloriously juicy. Taste follows with sweet citrus juice, dank greens, pine resin, and a tropical stone fruit finish. Nice herbal notes as well. A little thin but silky smooth.. My first Tree House experience. Not the most nuanced beer in the category, but did not disappoint in terms of the tastiness, drinkability, and it's remarkable sweet orange juice personality. So damn flavorful for a 6% (ish) beer.	4.44
634	JJJuliusss	This beer was fantastic and hard to critique anything about it. Enjoyed in plastic at the brewery outdoors. Beautiful color of orange with notes of orange and tangerine on nose/pallet. Get while you can!	4.94
635	JJJuliusss	Another incredible juicy, hazy, pillowy soft New England IPA from this amazing brewery. This one did not disappoint, and actually I would rate this as one of my top three IPAs ever (along with Green and Doubleganger). Canned date 8/1/19 so this was quite fresh. Pours a very hazy, cloudy yellow-orange, nearly opaque color with a little white fluffy head and some spotty lingering lacing. I would have given it higher marks for appearance if there were more lacing present on the glass. Smells absolutely amazing, lots of ripe fruit - grapefruit, pineapple, mango, tangerine, papaya, guava, passionfruit, lemon and a little melon. Also a good hit of floral hops, herbal hops, creamy vanilla, bread and malt. Taste follows the nose, and again there’s a trademark Tree House creaminess, juiciness and amazing blend of hoppiness and sweeter malt backbone. Mouthfeel is very tough to beat, amazingly pillowy-soft, as others have described. Very luscious, sticky on the palate, smooth and perfect amount of carbonation. Truly an awesome beer.	4.61
636	JJJuliusss	Less than 2 weeks old in the can. Served in a Tree House snifter glass.. Cloudy pulpy golden body, slight orange hue, one and half finger frothy white head, good retention and staying power. Frothy, globs of lacing. Smell is reminiscent of Julius. Big juicy citrus and orange, with that similar bit of dough and cereal but even further into the background. I think proportionately, there is a fair bit more of a hop bite to it, but ultimately it reminds me more of the old Julius than a bigger and better version of the current Julius. That's okay though- this is pretty delicious and certainly overhopped in a good way. Sweet hop nectar on the palate- grapefruit and oranges all the way through, plus a fairly solid herbal resin to it, giving a mild resinous bitterness- presumably from the kettle hopping. Not that much more alpha acid in it, and that's good. Medium bodied, soft and creamy, good carbonation. Mildly zesty citrus on the finish lingering through after the leafy hops and grapefruit have faded away.	4.49
637	JJJuliusss	16oz can, dated 08.01.19, poured into a Tree House snifter glass.. The beer pours a very turbid and hazy orange color, amber and honey hues with a foamy white head, about a finger tall that has modest retention but yields lots of sticky and soapy lacing. The aroma is wonderful, exploding with valencia orange juice, bright tropical mango, soft wildflower, sweet yeast and pale dough balanced by a more bitter profile of piney and dank, raw hop leaf that offers a nice bit of balance. The flavors are nice, loads of valencia orange juice, mango puree, light pineapple with a doughy malt bill, soft yeast, modest candied orange peel that bridges the gap between sweet and bitter. Pine, grassy and green hop leaf with a bit of spice and oiliness at the back palate. The mouthfeel is good, coating and creamy with a heavier medium body that has a warm and drier finish that is a bit slick and oily in texture that mimics the flavors.. Verdict: A very nice NEIPA from Tree House. It's definitely Julius taken to the extreme but sometimes the extreme isn't exactly where something needs to be. The oiliness of this beer is very present and the raw, overhop flavor permeates through all layers of this beer. It's blunt and raw and unforgiving where Julius finds that nice soft touch and has finesse.	4.07
638	JJJuliusss	"Canned on 8/1. Poured to TH Glass on 8/5. Was 3 cans per person limit.
A:VERY hazy. Light Orange colour. Half finger of the crowds. Limited lace.
S:Peach, Pineapple, Mango. Quite comfortable aromas.
T:Creamy first. Medium Carbo. Inexperienced balance between Sweetness and bitterness.
Clear after taste.
M:Robust, gutsy and rich balance but clean and smooth !
O:Great NEIPA. After taste is great. Sweetness is not sticky.
Personally, better than Julius for me.
6.8%ABV"	4.74
639	JJJuliusss	With Julius seems it is love hate thing, well this is pure love. nice big hop noise of that citrus and just enough malt sweetness to balance it all out. The look poured in a class was a little more muddle/murky but the flavors made it up for. Too bad this was only 2pp.	4.64
640	JJJuliusss	God this is good. Orange rind on the coloration, such orange zest on the nose. Orange and Mango coat the palate like julius, but jjj does it in a much more full way. Much more full bodied than the classic, but doesn't quite pack the punch that KJ does. It's a very nice balance. Excellent beer.	4.84
641	JJJuliusss	Opaque tan-yellow with a large, airy off-white froth settling to a lumpy uneven blanket leaving spiderweb lace.. Sweet juicy clementine and tangerine explode in the fluid medium-light body. A firmly satisfying carbonation lifts additional notes of light biscuit and green herbal hop spice that has a faint peppery dankness. A hint of smoothie-like vanilla comes out in the bubbly, semi-dry swallow.. Doing a side by side with regular Julius, I still find the OG delicious, but the citrus characteristics of JJJ are on another level. Like wow. This makes regular seem way more mild and pedestrian, which I didn't think I'd say, as I hold classic Dr. J above KJ and even KJJJ.	4.62
642	JJJuliusss	Pours a murky, turbid white-orange with two fingers of dense, white foam with little fluffy islands retaining a long while. Aroma is tangerine, nectarine, orange, mango and lemongrass for a puree of tropical fruits. Malts are obscured by the hops and are nonexistent. Flavor profile carries a little more sweetness forward, again, with a lengthy list of tropical fruit descriptors - mango, nectarine, tangerine, orange, mandarin orange, lemon and guava. A little residual sugar sits on the tongue, akin to eating a ripe mango or tangerine. Mouth feel is medium-thick with a fluffy, lightly grainy texture. Overall, aroma is big tropical fruits, but the flavor profile drives it up a notch.. Served in a 15.5oz Speigalau tulip from a 16oz can.	4.61
643	JJJuliusss	"Look: dark hazy orange
Smell: super danky, great tropical smell and a hint of lemon grass
Taste: amazing tropical fruit with a lemon grass finish
Feel: so creamy and easy to drink
Overall: GOAT of IPAs"	4.8
644	JJJuliusss	"Canned 2 months ago.. L — Deep orange haze with two fingers of dense white head produced with moderate pour. Good retention and some lacing
S — Smells like Julius for sure. Tons of orange creamsicle, clementine, lemon zest, bubblegum… At two months out it smells like a fresh can of regular Julius
T — Juicy orange, peach, jasmine green tea, hint of mango. Has a little more of a kick than Julius
F — Medium mouthfeel, medium carb. Less soft and fluffy than most TH hoppy offerings I’ve had, this one is almost on the verge of being watery. Might just be the moderate age on this, but not positive
O — I mean, it’s a Tree House IPA, what more do I need to say?. 90/100"	4.45
645	JJJuliusss	poured from a 16oz can into a stemmed bulb glass. pours a foggy, murky orange. good amount of white foam and decent lacing. smell is a heavenly bouquet of ripe tropical fruits. taste leaves a little something to be desired. it’s not a bad tasting beer, but the nose is so explosive that you expect the same from the taste. instead, it kind of dies off in the back end. doesn’t pop like regular julius does. feel is top notch, as per usual with most tree house IPAs. overall, beyond decent beer but worth going the extra mile for when you could get 12 regular julius? no. essentially julius with an amplified nose, perhaps slightly better looking in the glass and not as good of flavor / taste.	4.48
646	JJJuliusss	Beer from Tree House never seems to fail when it arrives at my front door. Love having a pipeline to their beer, by far my favorite brewery, even more than the good ones we have in California.. JJJuliusss pours a hazy, bright orange juice color with a light one finger, white head leaving some sticky lacing. The smell is big and juicy with mango, orange pith and grapefruit with some sweet honeydew melon. Taste is very nice, much like the nose, it's juicy with mango, orange, grapefruit and tangerine with a slight pine finish.	4.6
647	JJJuliusss	this is incredible - reminds me of a more hopped up version of the first treehosue i ever had, which was a J. creamy, smooth, grainy, orange juice and mango, sweet and velvety. just perfect!	4.75
648	JJJuliusss	Hazy mango flesh color. Good retention and spotty lacing. Smells of citrus fruit, grass and some dank as it warms. Bright citrus fruit, peach and apricot flavors. Loads of hop bitterness which lingers a loooong time. Medium bodied with a refreshing fizz feel. Definitely not a creamy textured beer, in my opinion. Can't compare it to other Tree House IPA's. It has a style of its own. It's great...	4.38
649	JJJuliusss	Look: A beautiful metallic orange color. Feel: very good; not the best feel on a TH beer I’ve ever had though.. Smell: this thing smells like Trader Joe’s Orange Mango Peach juice with a dank edge. It’s like a smoothie. You also get a ripe pear/kiwi dank quality. Very tropical aroma, but doesn’t burst out like some other TH IPAs.  670 characters	4.77
650	KBS (Kentucky Breakfast Stout)	I'm not normally a fan of unusually flavored beers, but this is pretty good. Black as night, with an extremely distinct coffee smell and taste. Smells good, tastes good.	4.32
651	KBS (Kentucky Breakfast Stout)	"Second time having this beer. 2014 bottle was my first, 2018 bottle is my current.. My thoughts are generally the same... wow! Being from Kentucky myself, I love the flavor of this beer.. It's dense, pours black with a tiny head of foam, a little lacing, and looks opaque black in the glass. Smells richly of coffee, chocolate, molasses... alcohol content is pretty forward, but the ""burn"" is well-masked by the hit of flavor. The mouthfeel is divine. Silky smooth, rich, coats the mouth, and leaves a lingering roasty-toastiness that is gorgeous, especially in these colder months..  806 characters"	4.84
652	KBS (Kentucky Breakfast Stout)	"12oz bottle. ""2019 release"" with a date and batch number. About 9 months old at the time of this review. This version weighs in at 12.2% ABV. Dark black glugger, not much foam, all motor oil with a mocha ring. Smell is whisky fumes mixing with a chocolate and coffee base. But some expensive-ass quality whisky, chocolate and coffee. The taste is an immaculate combination of stout, oak barrel whisky, chocolate nibs, and a dark roasted coffee, all enveloped in warm alcohol. The perfect beer for a cool night during the colder seasons. A delicious sipper that warms you as you enjoy. Lantern oil for the soul"	4.52
653	KBS (Kentucky Breakfast Stout)	"Look: Body is pure black, chocolate-beige head about a finger thick. Moderate lacing and retention.. Smell: Simple, yet strong personalty. Potent and bitter chocolate, coffee, toffee, molasses, vanilla, and altogether masked within the scent of a pungent oak barrel. Quite floral.. Taste: Tastes like a beer that is ""very alive"". The bourbon taste is obvious, but the other primary notes include strong coffee, dark bitter chocolate, cherries, smoke and molasses. Others are the vanilla, cereal, and alcohol. To me, like I said, it's simple but very delicious..  575 characters"	4.45
654	KBS (Kentucky Breakfast Stout)	Pours pitch black with 1/4 inch brown head. Moderate lacing. Light carbonation. Some sediment.. Aroma of coffee, chocolate, molasses, oak.. Tastes of strong coffee, chocolate, roast malts, black malt, bourbon, oak, brown sugar, vanilla..  425 characters	4.9
655	KBS (Kentucky Breakfast Stout)	Had on tap at BJ's Brewhouse in the Summerlin area of Las Vegas. Somehow I'd never had a chance to try it before, but I am certainly glad I finally did. A classic beer that truly lives up to its own hype.	4.44
656	KBS (Kentucky Breakfast Stout)	I love a good stout when it's still cold outside. KBS is by far my favorite. There's not even a close second. I only wish this were more readily available living in VT.	5
657	KBS (Kentucky Breakfast Stout)	I should start this off by saying that stout are not one of my favorite styles, but holy hell is this good. Huge shoutout to CraftBeerKings.com for making it possible for me to try this, and it was on sale!. Bottled 2/11/19. From a 12 oz 2019 bottle into a snifter, it pours an opaque black with a brown tan head that holds up for quite a while.  1,562 characters	4.22
658	KBS (Kentucky Breakfast Stout)	Poured into my tulip this beer is dark. I mean dark. Darker'n a black steer's tookus on a moonless prairie night. Two finger foamy bubbly taupe-brown head slides down slowly leaving soapy lace on the glass.. Scent is bourbon (and how!) and bitter chocolate. Cold brew coffee. Vanilla. Raisins.. Taste is chocolate, both bitter dark and sweet milk. Chocolate cherries. Ooohh there's the bourbon - in a long dramatic lingering finish. There's a notable alcohol warming in the throat. Espresso. Raisins and figs. Mocha. Capuccino. Marzipan. Toffee. This is a boozy dessert in a glass. There are also subtle notes of char and hop bitterness in the background which only become apparent after the initial chocolate/coffee and bourbon flavors have said their peace. Chocolate is the dominant flavor here and though there is certainly some sweetness it is in no way cloying and is balanced nicely by the bitter notes..  1,310 characters	4.79
659	KBS (Kentucky Breakfast Stout)	Pours completely black, beige head. Small bubbles. Sticky lacing.. Aromas of sweet chocolate, oak, bourbon, coffee, and a bit of a fresh floral note.. Taste is big dense chocolate followed by coffee and bourbon..  289 characters	4.58
660	KBS (Kentucky Breakfast Stout)	It’s black, as dark as my house suffering through another LADWP power outage. Puny brown head. Aroma is just coffee & dark chocolate. Sweet with a touch of bitterness. Dark chocolate is the dominant flavor, then the coffee followed by cereal, bourbon, vanilla, oak & alcohol. Very thick & silky smooth with plenty of alcohol & carbonation to tickle the tongue. I’m a big fan of barrel aged & high alcohol content. This is way better than my typical breakfast.	4.5
661	KBS (Kentucky Breakfast Stout)	"2019 Version: The most approachable year of KBS we've ever had. Its a toned done year, with less bold bourbon punch, but with more coffee and chocolate flavors. This is the most ""normal"" KBS has ever been, and that could be seen as either a negative or a positive."	3.83
662	KBS (Kentucky Breakfast Stout)	"It's a good beer, but damn what an ugly label. I continually advocate for ""Label"" being a ratable value like Look Smell Taste Feel. I would give this 3.5. The Old Western font is hard to read and the whole thing looks like one of those ""Wanted: [Your Name]"" novelty posters you pick up at Frontier Land after panning for gold. But, it's a good stout."	4.05
663	KBS (Kentucky Breakfast Stout)	12oz bottle. 12.2% ABV.. Imagine a flavor almost as good as Kentucky Bourbon Barrel Ale, but in a beer with a thicker Guinness-esque feel. The beer packs a wallop. Incredibly smooth, great flavor, and very strong.. Price makes this a once a year beer for me.	4.32
664	KBS (Kentucky Breakfast Stout)	"Thick - almost oozes from the bottle. Burned motor oil brown, with a one finger head swirling with different tans.
Chocolate, coffee and alcohol - like a Black Russian
Holy mole. Sweet with an almost chili pepper burn
Full mouthfeel. Carbonation releases the afterburners.
This one does not mess around - be prepared."	4.55
665	KBS (Kentucky Breakfast Stout)	"From a 12oz. bottle, 3 1/2 month old. Poured with fluffy jamocha hued head. Color is typical stout dark, although there is a slight mahogany tint. Nose is bourbon, chocolate, cherry, very enjoyable. I poured it into a snifter, “someone told me to do it”, yes, it was good advice. The aroma is magnifico. Taste, is “bourbonesque” , chocolate dominates the coffee.
Aftertaste, it’s a back of the pallet bourbon, which is ok.
Overall, a fine “A Flavored Stout”, as written on the label. This will be a occasional diversion for me.
Good job Founders."	4.33
666	KBS (Kentucky Breakfast Stout)	A bit more of the milky breakfast stout, but that one is really good. Upon pour, the head looked like rich chocolate ice cream, the liquid looked like a frothy cold brew coffee. Maybe the best looking beer I've ever seen (watch out my favorite Sam Smith Oatmeal Stout). Aroma is mostly bourbon with some nuttiness (probably the coffee). Taste was very much bourbon on bourbon. However, it's a bourbon with a lot of depth. Not enough coffee for my tastes. Only reason i didn't rank this perfect is because I'm not a 100% fan of Bourbon in my beer,	4.59
667	KBS (Kentucky Breakfast Stout)	2018 vintage sampled spring 2019. Opaque black with mahogany highlights and a 1/4 inch mocha head after a vigorous pour, recedes quickly, tiny spots of lace. Massive chocolate bomb, brimming with chocolate syrup and cocoa powder. Balancing notes of vanilla, whiskey, oak, coffee, toffee. The bourbon barrel is prominent but not overwhelming, complimentary to the dominant chocolate malt.	4.01
668	KBS (Kentucky Breakfast Stout)	Doesn't have the same flavor notes as a certain other Bourbon Stout which is released in November which I consider the gold standard. KBS is very good, but the flavor just isn't ramped to that level. For that reason, 4.25.	4.27
669	KBS (Kentucky Breakfast Stout)	Pours pitch black with a very thin medium-light brown head.. Can smell the bourbon whiskey...with dark chocolate and coffee.. Rich smooth creamy taste of chocolates and coffee...with a pleasant tinge of bourbon flavor coming through..  840 characters	4.72
670	KBS (Kentucky Breakfast Stout)	2018 release, 12oz bottled on 02.15.18, 12.3% ABV. Served in a curved glass. Not big on aroma. Flavor has a rich malty thing with coffee and chocolate being very much secondary. Boozy but very easy drinking and dangerously so. Oak is present, but not overpowering, and vanilla is tertiary at best. Good, and probably much more widely available than in years past, but there are far better RIS out there.	3.85
671	KBS (Kentucky Breakfast Stout)	Poured black like dirty oil with a one finger tan fizzy head that quickly dissipated to a film. Aroma of brown sugar, dark chocolate, coffee and bourbon. Tastes follows the nose but explodes in your mouth with an added oak and an anise/black licorice finish. Then you notice how boozy this gem is. During the pour, you notice how it looks thick like dirty oil. However, the fell is not as oily as expected. It is very nice. The brew leaves a bit of nice stickiness on your lips. Very nice . . . one of the best I've had!	4.7
672	KBS (Kentucky Breakfast Stout)	Poured from 12oz bottle into Chimay goblet.. L - opaque, oil black-brown pour, no significant head or lacing.. S - Oak staves, vanilla bean, faint alcohol..  428 characters	4.42
673	KBS (Kentucky Breakfast Stout)	This is a love it or hate it kind of beer. If you love something exotic and different, you'll like this. However, I served it at a party to a traditional Budweiser crowd and many glasses with only one sip taken were left after.. This has a taste as bold as it's black color. There is espresso coffee grounds, black licorice, dark chocolate and a little basil in the taste profile. It's not your average breakfast stout and that unique basil/licorice flavor really sets it aside as a beer flavor I haven't tried before.. One of these at 11-something ABV will leave you a bit tipsy. Mouthfeel is great ... like iced coffee with cream. The foamy head is fantastic. The smell is a bit soy sauce-esque. It is my understanding this is a hard to find beer outside it's April release but I've been seeing it all over even almost into June.	4.71
674	KBS (Kentucky Breakfast Stout)	"L: murky and mysterious. Jet black, totally opaque. Good head retention, originally poured white large.
S: sweet, nutty. Obvious notes of milk chocolate and coffee. Also other dark sugar notes, get a nice rich syrupy aroma, maybe toffee or hot caramel, honestly just super pleasant smell. No detectable alcohol
T: rich dark chocolate character. Almost a little bit more on the savory side of cocoa than overly sweet. Toasted notes, like crisp almost-burnt bread, toasted walnuts. A bit of tannins on the finish, slightly dry. Not necessarily bitter just astringent. Could be from the coffee. Also a slight creamy lactose-like sweetness. Bourbon/oak is really only present on the back end of the palate for me, after I’ve waited a while between sips.
F: really smooth and easy drinking. Silky, but absolutely coats the mouth. Big body, definitely heavy, but it’s not a chore to drink. It goes back really easy for a 12% beer (dangerous!). Carbonation is apparent but it’s on the lower side.
O: really quite a treat to drink this. I can’t really come up with anything wrong with this beer, and can rattle off a list of reasons why it’s amazing. It’s on the pricier side but certainly worth it, not a beer you drink everyday (good luck if you do). Glad I picked this up."	4.69
675	Barrel Aged Imperial German Chocolate Cupcake Stout	Poured from a cracked bottle (damaged during shipping) into a styrofoam cup in the parking ramp over my work lunch hour. After I opened the stained shipping box to find that the bottle still had about 6 ounces in it I decided I just had to try this. Glad I did. Amazing beer loaded with chocolate. Creamy and smooth. If not for the acquisition cost I'd go after another of these.	4.75
676	Barrel Aged Imperial German Chocolate Cupcake Stout	Those of you that actually read past the fact sheet on my reviews know that I carry a strong inherent bias against pastry stouts because I don’t handle sweetness very well. Some of you may have also noticed that I don’t seem as disenchanted when it comes to barrel-aged stouts and barleywine, when they sometimes taste as sweet, if not sweeter than other representations of pastry stouts available on the market.. Besides the actually unendurable levels of sweetness that set light up my TAS1R2 and TAS1R3 with the force of hellfire, the thing that puts me off most about pastry stouts seem to be the driving force behind its popularity. I’m not going to straight up say that I don’t like pastry stouts because of all the hype and attention they receive, because I myself am guilty of buying into beers and brands that receive hype and attention and actually enjoying them every once in a while, but it’s probably because one of the things I value most about beer is that it’s proletariat and ubiquitous in nature; if I like a beer, I want to be able to reach out into my fridge and grab another one, or run to the store and buy another without feeling like I could have done better things with my money—the reason why I value mouthfeel so much in a beer is because I personally believe that correlates most strongly into how repeatable a beer is no matter how flavorful or unique tasting a brew should be, I normally won’t want to try another unless there’s some sense of balance or leveling factor that clears my palate for the next sip.. Given my totally made-up standards and personal values stated above, pastry stouts couldn’t stand any further from brews that I would normally be willing to pay an amount of money or stand in line for. I’m pretty sure this comment will come back to bite me in the ass when I find myself standing in line for BA Double Stack next month, but I digress..  4,843 characters	4.45
677	Barrel Aged Imperial German Chocolate Cupcake Stout	Dark black with a pretty thin tan head. Smell is pure vanilla and coconut. Taste is out of this world, one of the best things I've ever tasted, period. Coconut up front, smoothing out into pure chocolate flavor that really does taste like German chocolate cake. The only knock I'll give it is that the barrel doesn't come through a ton in the flavor, but it's hard to call that a negative when it tastes this good. Pretty sweet, but not painfully so. Smooth feel, maybe I'd like it a little bit thicker, but again - this is just quibbling and it's hard to really knock this at all. Fantastic.	4.99
678	Barrel Aged Imperial German Chocolate Cupcake Stout	2018 vintage. Released about a year ago.. A: Pours jet black with a thick cap of dark brown, espresso-like head. Recedes quickly to a sharp ring. A few dots of lacing.. S: Dark cocoa, toasted coconut, oak, vanilla bean ice cream, and bourbon, with light roast and anise rounding things out. Very well balanced between the various aromas..  757 characters	4.67
679	Barrel Aged Imperial German Chocolate Cupcake Stout	Thanks to Heisenbrew for this 750ML bottle, which I am taking solo tonight. If you don’t hear from me by Sunday night, please send someone out to check my dead body’s blood sugar level.. Ever go blind? That’s how dark the beer is, with nearly no visible carbonation. The nose is barrel aged brownie whipped up with bitter cocoa. I’d eat that.. Imperial German Chocolate Cupcake – Barrel Aged was easily my favorite beer from Tampa Beer Week 2018, & the bottle doesn’t quite live up to my glowing memories. It is, of course, sweet enough that my vulnerability to type 2 diabetes just ticked upwards 5%. Straight corn syrup mixes with cane sugar & supremely bitter chocolate to form the base: the chocolate actually took a half hour to warm before the nasty edge wore off the bitter cocoa. Below the sweet upper crust is a healthy helping of bourbon, milky chocolate, long pull of vanilla, & cake batter. I don’t believe I typed that. Thick, full, coma-inducing. Pretty sure I’m not going to have any trouble finishing this off by myself. That said, I’m getting full..  1,209 characters	4.25
680	Barrel Aged Imperial German Chocolate Cupcake Stout	Exactly what you want a German chocolate cake stout to taste like. Coconut and chocolate throughout with great body and aromas. Maybe a little on the sweet side, but we are splitting hairs at that point	4.64
681	Barrel Aged Imperial German Chocolate Cupcake Stout	I've nearly managed to try Barrel Aged Imperial German Chocolate Cupcake stout on two or three occasions now - this time, it did not elude me! I also had the pleasure of trying this side by side with the non-barrel-aged bottle - and while this experience certainly hurt my teeth a bit, it was a pretty great time to be alive!. I've had my fair share of sweet, sticky, dessert beverages, but there's just something about Angry Chair's dessert stouts that surpasses everyone else's attempts - the beers are practically simple syrup in consistency and taste, but then they're also quite high in ABV, and don't taste it for a second. BAIGCCS is like a bucket of fudgy chocolate cake batter goodness - it coats your glass and it's absolutely opaque. The carb is so minimal that it's like drinking a light viscosity glass of motor oil. A delicious one, obviously. The nose is rich and warm, and that chocolate is just excellent on the nose and in the taste buds.. I really liked this beer - but as I told my friends, I think this will be the only time I'll ever drink it, and I'm honestly pretty okay with that. It's just too much - there's no moderation to this beer. It's a bottle that you essentially need to share, because the flavors and syrupyness of the beer is just unrelenting..  1,487 characters	4.5
682	Barrel Aged Imperial German Chocolate Cupcake Stout	Pours pitch black with little to no head. Nose it’s bakers chocolate, sweet coconut, getting some barrel heat, grain alcohol. Taste follows the nose, rich milk chocolate, coconut, get a little oak/bourbon note. Mouthfeel is velvety smooth. Overall, delicious stout. As I’ve stated on several of my BA AC reviews, the only knock this beer is there is not a big barrel presence here. Otherwise, fantastic.	4.66
683	Barrel Aged Imperial German Chocolate Cupcake Stout	Poured from a 750mL bottle into an Angry Chair pint glass. Thanks Ryan for sharing this one.. Aromas are straight chocolate cake batter intermingled with some bourbon, cocoa, chocolate fudge, hershey’s syrup.. On the tongue is rich chocolate fudge, sweet chocolate cake with a dark chocolate frosting. Bourbon barrel adds a vanilla-caramel flavor in the background, but the dominant flavor is straight fudge cake. Full-bodied with a rich, thick mouthfeel that coats the tongue. Low carbonation. This is most definitely a sipper..  641 characters	4.75
684	Barrel Aged Imperial German Chocolate Cupcake Stout	Pastry stout delight! Poured very dark with a mocha head into a Torst glass. Expected this to be more like motor oil but it wasn’t. Aromas of fudge and subtle coconut release from the glass. Smells like dessert! Flavors are insane. Pretty sweet with fudge brownies, coconut and subtle Barrel/oak. Amazing flavors here. Like I’m sipping on brownie batter. Feel is viscous and mouth coating. Pretty sticky. Overall, this was a treat. Dessert in every way!	4.75
685	Barrel Aged Imperial German Chocolate Cupcake Stout	Poured from a bottle. Motor oil look and pour. Coconut fat floating on top. Smell is coconut, chocolate, vanilla, barrel, amazing. Taste is all of that, plus adding that perfect thick and chewy mouthfeel, you get the perfect beer.	5
686	Barrel Aged Imperial German Chocolate Cupcake Stout	Great beer, but I have to say for the value and what I gave up to get this I would rather go for the non ba version. Great beer, where I think the bourbon barrel actually does not add a lot cause there are so many adjuncts. Definitely a chocolate bomb. Gets points because of Angry Chair's dark lacing and overall turbid, oily, thickness that makes it a unique beer.	4.38
687	Barrel Aged Imperial German Chocolate Cupcake Stout	Batch 1 bottle, so thick, so sweet. Smells exactly like German cake, great smell. Pours nice and thick. Great dark look. Taste is one of the best. Angry chair barrel aged stouts are fantastic.	5
688	Barrel Aged Imperial German Chocolate Cupcake Stout	"batch 1 drank on 3/24/2018 split 4 ways into a snifter. Look - pitch black, low carb but still a little, thick but not massive lacing, still a lot there
Smell - sweet chocolate galore, my oh my. this really is a chocolate bomb that smells like a chocolate cupcake. plenty of vanilla and barrel coming through, but definitely playing second fiddle to the chocolate. the coconut is subtle but opens up more as it warms. really incredible.
Taste - follows the nose, however, i do get some caramel in the taste too. a really nice addition with everything else going on.
Feel-pretty heavy thickness, no booze, finish is exceptional. really coats the mouth and lingers in a terrific way
Overall - the hype is real. This is not overrated and this will age impeccably. I had a small sample a year ago and thinks its improved a ton. I think this may not peak for another 2 year to be honest. Incredible beer and could keep getting better. WOW"	4.75
689	Barrel Aged Imperial German Chocolate Cupcake Stout	"Hell of a beer! Would I pay the crazy secondary price? No. Very thankful a family member stood in line and got a bottle.
The only detractor with this beer was a soy sauce aroma after initial pour. Thankfully it wasn't present in the taste. That was very much German Chocolate."	4.58
690	Barrel Aged Imperial German Chocolate Cupcake Stout	750ml bottle poured into a snifter. A- pours deep black color with a one-finger khaki colored head that has decent retention and reduces to a ring around the edge. S- tons of barrel aroma up front; bourbon, wet oak & vanilla. Undertones of dark chocolate fudge, caramel, toffee, toasted coconut and light toffee.  853 characters	4.6
691	Barrel Aged Imperial German Chocolate Cupcake Stout	"Looks like chocolate fudge with a thick khaki head
Smells like fudge and coconut with a hint of bourbon and carmel
Tastes like a big fudgy piece of German cake
This beer lasts forever in your mouth... absolutely amazing"	4.99
692	Barrel Aged Imperial German Chocolate Cupcake Stout	Mini share at a SP release. Pours pitch black with smells of sweet bourbon interlaced with chocolate. I've had the non-barrel aged version, and while this is a tad thinner, it makes up with the chocolate flavor. Sweet and glorious chocolate flavor for days. Loved it.	5
693	Barrel Aged Imperial German Chocolate Cupcake Stout	"shout out to mcbeerguy for sharing this with us all and well showing us beeradvocate
Look: really dark black and thick
smell: coconut and chocolate, little caramel and bourbon
taste: cake batter and matches the nose with a bourbon finish
feel: lingers forever, medium mouth, no carbination
overall: best beer ever"	5
694	Barrel Aged Imperial German Chocolate Cupcake Stout	"Look: motor oil black, .5 incur khaki head
Smell: coconut, vanilla, chocolate and bourbon
Taste: it's basically cake batter, big German chocolate cake batter
Feel: medium body, light carbonation and a long lasting taste."	5
695	Barrel Aged Imperial German Chocolate Cupcake Stout	"Popped a couple of these bottles. Both times poured into teku's.. Look: Moter Oil
Smell: Fresh German Chocolate Cake!! The best nose ever!!
Taste: Huge coconut first then chocolate covered bourbon. Perfect amount of barrel. Absolutely mind blowing
Feel: Moter Oil
Overall: I've had the pleasure of opening a couple bottles of this beer. Both times I was completely amazed. Top 5 beer for me all time!!!"	5
696	Barrel Aged Imperial German Chocolate Cupcake Stout	"Look: dark brown to black with a think khaki head
Smell: huge barrel, alcohol and chocolate... Big chocolate cake bomb
Taste: huge fudge, coconut, chocolate, more chocolate and more... finish is vanilla and bourbon.
Feel: velvet, low carbonation, sticky long lasting mouth feel... feels like liquid cake. Overall: best beer of 2017, overall it's a big chocolate cake beer with a solid bourbon finish."	4.81
697	Barrel Aged Imperial German Chocolate Cupcake Stout	Bottle shared by Ryan. Thank you!. Oily, viscous brown body with nary a head. Aromas of brown sugar, bourbon, toffee, chocolate, oak. Incredible flavor, finishing with a delicate and delectable sweetness. Each sip brings a long lingering aftertaste. Silky smooth palate. Wonderfully complex. Outstanding.	4.72
698	Barrel Aged Imperial German Chocolate Cupcake Stout	This is on a whole other level. Wow! I had the non-ba coffee version and didn't like it at all, so I had tempered expectations. So thick, so chocolaty, smooth coconut flavor that lingers in your mouth. Glad I have a full bottle to revisit.	4.9
